#Frame      Mode1    Mode2    Mode3
   31784  -92.429   -4.251  -62.157
   31785  -89.795    3.097  -66.400
   31786  -82.338    0.034  -67.050
   31787  -86.632  -11.752  -68.616
   31788  -81.492  -19.896  -67.427
   31789  -75.244  -16.851  -65.779
   31790  -64.966  -23.941  -71.305
   31791  -78.376  -22.243  -61.118
   31792  -68.797  -17.189  -52.535
   31793  -74.073  -13.662  -60.357
   31794  -73.748   -7.661  -58.734
   31795  -72.094  -16.982  -57.551
   31796  -75.570   -8.559  -56.435
   31797  -75.549  -10.695  -63.164
   31798  -78.964   -5.736  -59.523
   31799  -76.241   -8.222  -62.169
   31800  -75.796   -6.722  -60.845
   31801  -72.617  -11.642  -84.013
   31802  -82.237   -3.821  -83.642
   31803  -73.895  -20.915  -79.048
   31804  -74.563  -15.304  -72.255
   31805  -69.814  -10.662  -72.187
   31806  -67.875  -18.126  -60.481
   31807  -68.287  -22.506  -66.262
   31808  -68.906  -30.058  -67.485
   31809  -64.346  -29.025  -64.787
   31810  -65.795  -24.452  -77.520
   31811  -62.015  -16.637  -73.673
   31812  -48.009  -15.069  -66.645
   31813  -51.428  -21.109  -72.264
   31814  -59.652  -18.890  -62.258
   31815  -66.713  -21.876  -64.574
   31816  -62.954  -26.646  -70.147
   31817  -62.230  -25.071  -67.708
   31818  -57.485  -23.891  -63.447
   31819  -58.882  -21.935  -70.500
   31820  -55.157  -21.797  -60.760
   31821  -59.779  -21.874  -60.836
   31822  -56.887  -20.234  -61.893
   31823  -58.915  -12.313  -50.823
   31824  -50.528  -11.286  -56.095
   31825  -61.971  -17.672  -59.614
   31826  -66.466  -14.030  -61.734
   31827  -60.061  -20.909  -64.926
   31828  -70.877  -10.788  -54.811
   31829  -63.626  -12.195  -53.843
   31830  -60.743  -26.979  -52.872
   31831  -59.679  -30.905  -52.501
   31832  -61.000  -23.708  -57.180
   31833  -67.643  -30.479  -56.549
   31834  -65.965  -28.548  -59.011
   31835  -65.710  -22.469  -74.428
   31836  -71.812  -22.326  -63.875
   31837  -58.431  -19.201  -63.836
   31838  -66.079  -18.800  -65.756
   31839  -69.467  -17.992  -68.032
   31840  -56.923  -18.561  -62.871
   31841  -58.502  -13.274  -57.695
   31842  -54.696  -10.125  -60.067
   31843  -58.086  -16.848  -63.935
   31844  -53.362  -12.366  -50.870
   31845  -60.036  -10.000  -55.640
   31846  -70.801   -2.406  -54.760
   31847  -69.929    1.840  -59.258
   31848  -69.358   -4.752  -70.566
   31849  -61.178    1.727  -78.459
   31850  -64.626    3.538  -76.485
   31851  -66.356    1.181  -67.814
   31852  -73.049    1.509  -73.642
   31853  -57.226    2.393  -70.529
   31854  -58.972   -6.995  -65.557
   31855  -59.040   -4.069  -76.412
   31856  -66.480    1.784  -63.337
   31857  -62.297    1.561  -61.242
   31858  -46.354   -0.961  -54.680
   31859  -44.880    2.371  -72.144
   31860  -47.780    0.937  -68.422
   31861  -51.475    7.397  -58.832
   31862  -58.407    8.712  -70.443
   31863  -47.341   11.348  -75.123
   31864  -48.263    0.443  -63.882
   31865  -40.819   -2.549  -65.323
   31866  -34.404    5.018  -63.509
   31867  -43.742    3.184  -55.138
   31868  -57.515    2.545  -58.296
   31869  -58.002   -1.199  -61.327
   31870  -63.429    4.648  -74.857
   31871  -66.627    0.533  -79.049
   31872  -58.531    6.294  -73.751
   31873  -69.126    9.973  -74.537
   31874  -65.220    7.708  -76.944
   31875  -67.935    8.047  -83.087
   31876  -62.447    5.057  -79.908
   31877  -58.796   18.062  -82.548
   31878  -58.937   23.470  -82.093
   31879  -68.141   20.941  -79.751
   31880  -68.542   17.148  -81.308
   31881  -70.172   18.594  -85.593
   31882  -66.544   15.883  -77.800
   31883  -67.975   28.949  -73.984
   31884  -61.748   22.626  -76.377
   31885  -73.304   19.259  -66.906
   31886  -65.078    9.819  -75.956
   31887  -64.020   11.030  -81.072
   31888  -65.303   11.154  -79.851
   31889  -64.532   13.631  -79.301
   31890  -54.239   17.332  -70.114
   31891  -51.925   14.952  -79.849
   31892  -52.889   20.714  -66.886
   31893  -56.059   24.629  -58.065
   31894  -56.550   24.393  -62.251
   31895  -56.352   19.855  -65.302
   31896  -63.343   10.667  -56.307
   31897  -72.265   16.646  -56.586
   31898  -79.723   13.077  -57.253
   31899  -74.686   17.194  -52.837
   31900  -83.682   21.737  -60.066
   31901  -75.265   25.255  -64.818
   31902  -84.673   22.176  -64.727
   31903  -82.487   21.468  -54.381
   31904  -85.123   24.181  -55.282
   31905  -90.316   30.250  -52.036
   31906  -87.165   27.631  -62.950
   31907  -79.479   27.257  -68.149
   31908  -82.967   37.316  -57.732
   31909  -82.100   31.926  -53.157
   31910  -75.020   35.189  -42.586
   31911  -79.693   30.392  -36.132
   31912  -73.764   29.395  -37.867
   31913  -61.094   29.568  -40.409
   31914  -59.952   21.353  -37.850
   31915  -59.700   13.192  -49.999
   31916  -65.829   16.615  -44.653
   31917  -63.693   20.413  -50.860
   31918  -70.266   25.515  -46.947
   31919  -62.926   23.156  -53.306
   31920  -56.848   28.134  -54.193
   31921  -56.093   23.872  -61.394
   31922  -60.541   23.544  -62.061
   31923  -55.338   19.974  -67.795
   31924  -59.907   15.807  -71.396
   31925  -58.697   17.730  -77.135
   31926  -62.578   10.275  -65.303
   31927  -63.500    5.766  -67.820
   31928  -64.535   -1.301  -74.299
   31929  -60.456    2.233  -75.204
   31930  -65.098   17.197  -65.910
   31931  -65.468    7.033  -73.788
   31932  -62.855    6.914  -59.571
   31933  -67.034    7.498  -70.714
   31934  -62.234   16.426  -63.709
   31935  -50.191    9.254  -63.369
   31936  -57.946   15.982  -65.904
   31937  -56.680   12.066  -58.746
   31938  -46.668    7.119  -62.105
   31939  -49.403   10.612  -47.062
   31940  -44.610    8.658  -55.017
   31941  -35.443    4.029  -62.990
   31942  -36.223    1.675  -65.337
   31943  -50.192    5.561  -60.136
   31944  -46.223    8.834  -63.503
   31945  -48.360   15.949  -63.440
   31946  -52.148   19.280  -64.242
   31947  -50.837   15.975  -62.738
   31948  -52.760   16.930  -70.727
   31949  -52.505   27.491  -62.024
   31950  -56.871   18.071  -67.458
   31951  -62.828   20.753  -63.690
   31952  -54.736   25.894  -62.838
   31953  -58.756   27.314  -64.265
   31954  -57.624   26.093  -59.499
   31955  -50.910   25.068  -65.301
   31956  -55.409   27.847  -64.013
   31957  -51.283   25.197  -66.937
   31958  -40.055   26.528  -63.858
   31959  -38.506   29.387  -60.512
   31960  -43.051   31.379  -55.009
   31961  -42.682   15.995  -67.093
   31962  -44.987   26.542  -66.234
   31963  -48.209   24.986  -66.354
   31964  -51.496   27.199  -69.781
   31965  -51.408   23.818  -67.259
   31966  -46.465   15.621  -69.106
   31967  -43.435   26.316  -76.445
   31968  -57.530   33.965  -71.630
   31969  -48.724   27.292  -80.625
   31970  -51.438   29.753  -73.875
   31971  -46.400   39.369  -63.567
   31972  -45.320   32.256  -68.703
   31973  -41.263   38.933  -66.929
   31974  -41.631   45.540  -65.138
   31975  -47.967   38.649  -67.631
   31976  -52.273   34.856  -65.173
   31977  -52.320   38.425  -57.905
   31978  -52.330   34.968  -67.418
   31979  -48.884   31.926  -80.649
   31980  -44.722   33.860  -87.117
   31981  -45.025   24.753  -84.360
   31982  -44.622   31.793  -70.572
   31983  -49.680   22.010  -77.731
   31984  -53.314   24.452  -71.384
   31985  -48.470   16.915  -78.247
   31986  -52.063   17.980  -83.806
   31987  -50.663   21.251  -82.037
   31988  -57.141   23.243  -74.201
   31989  -58.470   33.746  -73.399
   31990  -58.379   30.986  -68.400
   31991  -63.816   35.946  -57.571
   31992  -59.742   32.802  -68.260
   31993  -52.670   32.078  -71.414
   31994  -55.302   26.642  -84.260
   31995  -58.416   26.999  -74.847
   31996  -62.106   27.237  -77.410
   31997  -64.746   32.839  -74.880
   31998  -56.461   34.948  -75.744
   31999  -47.163   25.161  -75.067
   32000  -53.320   22.137  -84.229
   32001  -49.262   31.481  -78.327
   32002  -60.630   21.972  -84.406
   32003  -52.743   22.010  -84.729
   32004  -54.768   20.541  -76.280
   32005  -52.613   28.847  -83.683
   32006  -53.342   24.470  -75.827
   32007  -67.802   11.004  -76.621
   32008  -67.335   22.091  -78.958
   32009  -61.146   21.088  -78.046
   32010  -65.211   29.459  -71.988
   32011  -70.490   18.245  -78.581
   32012  -62.954   12.245  -79.907
   32013  -64.984   17.036  -88.655
   32014  -73.980   25.045  -77.633
   32015  -80.558   22.928  -74.946
   32016  -62.444   24.600  -77.575
   32017  -72.442   17.798  -82.424
   32018  -57.312   29.498  -71.389
   32019  -63.707   20.794  -73.049
   32020  -62.087   18.793  -73.880
   32021  -46.787   14.924  -68.311
   32022  -49.741   11.737  -65.799
   32023  -54.797   12.014  -70.591
   32024  -51.631   14.381  -71.945
   32025  -54.205   18.731  -71.257
   32026  -53.681   19.887  -70.395
   32027  -54.935   21.791  -69.394
   32028  -53.633   19.353  -69.643
   32029  -54.243   26.120  -70.621
   32030  -49.143   26.819  -67.459
   32031  -54.818   22.404  -72.693
   32032  -58.406   16.990  -73.518
   32033  -56.302   29.742  -85.355
   32034  -51.612   23.933  -81.365
   32035  -48.099   24.095  -73.284
   32036  -46.258   24.820  -74.592
   32037  -37.362   17.511  -80.545
   32038  -35.921   26.097  -80.358
   32039  -39.573   22.329  -69.104
   32040  -38.512   12.005  -88.477
   32041  -40.818   20.337  -84.418
   32042  -44.981   21.887  -80.149
   32043  -44.330   21.538  -89.873
   32044  -47.516   19.725  -92.252
   32045  -45.980   18.329  -97.253
   32046  -42.490   25.046  -96.039
   32047  -34.255   18.742  -96.296
   32048  -43.643   23.301  -91.705
   32049  -49.443   22.250  -93.864
   32050  -47.888   22.858  -76.829
   32051  -45.895   17.729  -93.669
   32052  -48.025   25.663  -84.124
   32053  -52.715   20.362  -83.754
   32054  -63.778   22.717  -75.382
   32055  -66.675   25.324  -69.859
   32056  -63.370   27.507  -65.224
   32057  -49.846   29.369  -72.769
   32058  -51.016   26.507  -67.364
   32059  -47.424   27.458  -71.365
   32060  -50.325   21.284  -72.492
   32061  -46.180   20.779  -75.724
   32062  -47.740   27.000  -73.558
   32063  -46.003   22.461  -79.216
   32064  -43.904   24.297  -71.313
   32065  -51.824   28.660  -65.823
   32066  -54.556   35.663  -65.362
   32067  -62.785   30.153  -67.268
   32068  -55.925   24.842  -79.970
   32069  -54.670   20.363  -72.029
   32070  -47.546   24.770  -79.146
   32071  -55.746   24.065  -65.058
   32072  -60.031   16.894  -70.929
   32073  -57.109   19.783  -73.856
   32074  -56.125   15.074  -76.110
   32075  -51.138    8.822  -78.435
   32076  -51.375    8.651  -75.680
   32077  -62.680   17.870  -73.955
   32078  -61.738   13.284  -80.367
   32079  -59.895   13.633  -79.759
   32080  -70.851   17.700  -85.652
   32081  -74.787   18.374  -83.795
   32082  -66.066   19.759  -78.593
   32083  -67.873   13.565  -73.858
   32084  -65.818   10.459  -78.360
   32085  -69.364   13.074  -72.534
   32086  -55.094    9.640  -78.507
   32087  -60.783   18.650  -67.491
   32088  -55.688   12.473  -77.407
   32089  -54.670   17.422  -77.140
   32090  -47.716   22.993  -75.288
   32091  -52.361   22.371  -76.787
   32092  -49.199   22.198  -80.526
   32093  -50.607   28.012  -78.043
   32094  -55.896   30.223  -79.740
   32095  -45.346   25.615  -72.444
   32096  -42.672   27.830  -70.403
   32097  -41.119   34.618  -68.117
   32098  -44.437   30.824  -65.521
   32099  -46.583   31.196  -80.293
   32100  -49.376   30.415  -82.661
   32101  -46.885   21.922  -83.616
   32102  -43.061   16.418  -81.264
   32103  -34.627   19.032  -80.199
   32104  -49.467   25.196  -79.781
   32105  -45.054   17.720  -66.879
   32106  -34.842   14.185  -73.228
   32107  -43.106   19.723  -67.488
   32108  -41.679   28.366  -71.061
   32109  -38.116   35.899  -65.443
   32110  -43.414   41.006  -72.727
   32111  -48.700   38.937  -68.133
   32112  -48.047   32.839  -70.845
   32113  -47.370   30.642  -70.520
   32114  -51.094   28.457  -82.018
   32115  -52.173   34.231  -79.008
   32116  -56.400   37.456  -67.969
   32117  -44.179   34.892  -81.984
   32118  -38.801   24.906  -60.071
   32119  -43.573   27.956  -69.601
   32120  -45.030   23.590  -67.693
   32121  -50.007   22.965  -54.025
   32122  -47.561   27.724  -53.396
   32123  -34.943   28.849  -65.846
   32124  -31.345   37.470  -59.134
   32125  -32.961   25.898  -65.298
   32126  -34.280   17.871  -67.930
   32127  -32.862   13.776  -70.269
   32128  -33.504   24.222  -75.138
   32129  -43.684   23.223  -71.766
   32130  -41.192   22.300  -79.985
   32131  -39.062   17.641  -80.389
   32132  -46.129   19.807  -84.764
   32133  -42.908   19.582  -95.566
   32134  -36.982   23.956  -85.642
   32135  -41.008   17.925  -79.964
   32136  -34.015   16.583  -76.612
   32137  -41.860   20.063  -75.888
   32138  -50.163   17.625  -75.268
   32139  -52.223   18.144  -74.604
   32140  -36.398   12.907  -80.728
   32141  -41.990    6.772  -86.941
   32142  -44.383    9.247  -85.775
   32143  -38.755   17.612  -75.135
   32144  -25.501   25.012  -84.772
   32145  -38.703   12.004  -77.349
   32146  -32.040   18.123  -72.347
   32147  -37.964   20.600  -70.302
   32148  -34.886   20.302  -67.654
   32149  -39.289   24.838  -70.282
   32150  -37.920   30.344  -68.500
   32151  -38.210   35.790  -70.242
   32152  -34.119   28.453  -58.140
   32153  -47.615   37.596  -75.178
   32154  -43.450   33.268  -71.276
   32155  -43.088   29.975  -74.032
   32156  -44.683   32.821  -75.955
   32157  -46.802   24.739  -81.436
   32158  -43.801   21.068  -87.956
   32159  -43.050   30.100  -87.472
   32160  -37.358   28.755  -87.423
   32161  -36.972   41.521  -89.687
   32162  -45.233   47.840  -87.706
   32163  -36.549   46.072  -95.198
   32164  -31.993   49.336  -83.426
   32165  -21.566   50.359  -78.967
   32166  -24.340   49.906  -84.585
   32167  -25.117   48.520  -75.703
   32168  -31.022   46.411  -70.118
   32169  -36.198   45.606  -79.892
   32170  -52.612   37.469  -71.066
   32171  -53.989   34.923  -67.421
   32172  -49.100   40.162  -66.109
   32173  -42.458   36.816  -77.300
   32174  -49.803   34.927  -64.417
   32175  -51.369   33.478  -66.730
   32176  -55.649   32.815  -73.119
   32177  -54.241   24.986  -77.680
   32178  -51.283   28.421  -83.208
   32179  -59.822   25.223  -78.609
   32180  -54.770   34.967  -73.184
   32181  -57.336   22.640  -78.734
   32182  -55.052   29.592  -72.481
   32183  -45.158   27.635  -61.418
   32184  -41.974   24.227  -68.667
   32185  -45.494   27.237  -61.540
   32186  -42.319   29.314  -66.680
   32187  -43.845   25.451  -64.434
   32188  -43.445   19.618  -58.426
   32189  -48.761   19.918  -52.107
   32190  -38.995   18.398  -59.893
   32191  -36.807   28.500  -56.572
   32192  -33.981   17.740  -57.554
   32193  -39.016   24.157  -58.665
   32194  -41.465   16.548  -65.250
   32195  -37.277   26.537  -65.898
   32196  -35.465   15.956  -70.150
   32197  -42.417   17.258  -66.038
   32198  -49.256   16.896  -62.468
   32199  -42.762   17.934  -69.897
   32200  -51.259   14.300  -79.638
   32201  -53.143    8.836  -70.407
   32202  -50.863    4.691  -74.539
   32203  -47.400    1.522  -64.506
   32204  -45.708    0.813  -64.771
   32205  -51.819    8.519  -62.326
   32206  -52.952   12.680  -57.001
   32207  -55.656   15.634  -50.606
   32208  -48.208   18.685  -47.396
   32209  -40.969   19.276  -53.492
   32210  -36.592   14.473  -49.826
   32211  -46.469   18.075  -55.261
   32212  -51.049   24.390  -50.582
   32213  -50.100   22.813  -43.346
   32214  -42.535   34.950  -47.296
   32215  -59.551   25.317  -44.197
   32216  -54.546   18.043  -49.097
   32217  -65.956   16.174  -51.893
   32218  -51.887   12.989  -48.219
   32219  -58.081   14.888  -51.792
   32220  -58.475   20.440  -41.845
   32221  -57.329   21.994  -52.153
   32222  -49.459   21.857  -51.636
   32223  -55.635   21.107  -46.797
   32224  -45.627   23.555  -48.317
   32225  -39.499   13.915  -52.818
   32226  -48.259   16.536  -47.659
   32227  -38.978   13.662  -59.341
   32228  -34.417   15.950  -67.077
   32229  -37.814    7.112  -62.777
   32230  -37.523    4.793  -60.364
   32231  -34.981   12.272  -59.478
   32232  -37.198   17.737  -51.763
   32233  -38.621   17.406  -49.214
   32234  -46.033   15.405  -45.906
   32235  -42.338   12.980  -46.453
   32236  -39.478   20.247  -50.042
   32237  -37.202   22.345  -44.595
   32238  -29.391   27.687  -42.955
   32239  -35.330   24.830  -50.447
   32240  -44.531   32.782  -38.941
   32241  -47.394   34.251  -36.076
   32242  -46.966   28.331  -48.252
   32243  -41.879   22.872  -44.814
   32244  -53.596   16.430  -50.650
   32245  -58.457   17.000  -46.353
   32246  -52.612   20.944  -45.966
   32247  -48.990   30.029  -36.135
   32248  -50.869   31.364  -27.447
   32249  -49.357   35.325  -22.892
   32250  -48.194   32.215  -22.690
   32251  -43.629   34.008  -32.816
   32252  -36.427   41.187  -35.802
   32253  -39.716   46.540  -30.401
   32254  -45.914   40.634  -30.446
   32255  -49.617   37.693  -36.211
   32256  -52.723   38.616  -41.136
   32257  -50.681   41.623  -37.297
   32258  -48.185   38.636  -41.439
   32259  -48.188   49.478  -40.397
   32260  -56.459   53.653  -40.180
   32261  -49.539   52.303  -40.898
   32262  -55.524   52.150  -43.362
   32263  -49.123   54.783  -38.407
   32264  -50.984   46.460  -37.607
   32265  -55.390   43.521  -36.700
   32266  -61.895   54.267  -45.599
   32267  -58.476   43.223  -42.522
   32268  -63.199   41.710  -47.720
   32269  -60.299   47.529  -40.464
   32270  -58.636   46.894  -40.358
   32271  -59.473   46.062  -42.937
   32272  -63.102   46.374  -37.732
   32273  -52.910   51.207  -36.627
   32274  -59.408   54.667  -34.450
   32275  -66.678   48.017  -33.440
   32276  -64.054   50.969  -19.495
   32277  -65.737   59.421  -24.111
   32278  -64.484   59.759  -35.290
   32279  -65.923   54.295  -36.452
   32280  -59.560   57.996  -39.685
   32281  -57.908   58.312  -37.862
   32282  -54.209   57.578  -28.960
   32283  -47.839   57.789  -32.565
   32284  -48.774   54.298  -30.158
   32285  -52.063   47.571  -36.437
   32286  -51.754   49.683  -33.517
   32287  -52.641   56.752  -30.625
   32288  -49.180   48.448  -35.055
   32289  -59.414   43.144  -29.529
   32290  -51.221   43.942  -34.135
   32291  -57.964   42.368  -20.565
   32292  -55.397   48.736  -23.313
   32293  -58.188   50.216  -23.599
   32294  -61.857   54.243  -22.653
   32295  -51.382   43.878  -31.786
   32296  -46.600   38.851  -40.310
   32297  -53.811   39.596  -39.715
   32298  -60.270   35.000  -44.295
   32299  -60.319   41.673  -51.509
   32300  -63.026   52.998  -50.171
   32301  -65.551   44.423  -45.396
   32302  -61.857   49.513  -43.074
   32303  -59.649   45.011  -45.843
   32304  -53.233   40.877  -36.026
   32305  -58.981   42.560  -42.497
   32306  -57.099   45.291  -35.745
   32307  -58.960   41.162  -42.238
   32308  -46.934   37.520  -39.446
   32309  -47.930   43.820  -35.186
   32310  -46.322   39.051  -39.388
   32311  -52.548   39.848  -40.205
   32312  -47.072   36.429  -30.639
   32313  -46.511   30.569  -36.809
   32314  -33.193   36.156  -39.584
   32315  -33.928   36.904  -39.284
   32316  -38.659   35.588  -36.722
   32317  -44.719   41.107  -42.378
   32318  -48.741   49.749  -36.537
   32319  -48.114   56.855  -41.219
   32320  -47.810   56.113  -28.912
   32321  -48.822   55.401  -38.004
   32322  -53.946   56.220  -24.366
   32323  -49.482   55.714  -23.609
   32324  -58.329   50.504  -32.010
   32325  -59.898   47.265  -17.422
   32326  -59.185   49.489  -22.787
   32327  -73.665   46.351  -17.396
   32328  -69.311   44.887  -16.791
   32329  -70.302   40.881  -26.426
   32330  -69.329   33.813  -25.737
   32331  -63.544   35.470  -36.981
   32332  -76.389   28.016  -27.696
   32333  -67.766   42.012  -23.150
   32334  -57.898   29.964  -25.137
   32335  -52.643   38.010  -33.661
   32336  -62.584   38.985  -42.461
   32337  -62.373   28.262  -40.593
   32338  -74.277   23.687  -38.582
   32339  -73.362   24.054  -32.675
   32340  -63.876   22.153  -21.338
   32341  -61.554   11.319  -36.406
   32342  -71.563   19.081  -43.124
   32343  -66.513   22.366  -41.524
   32344  -65.365   18.552  -43.489
   32345  -62.555   19.437  -30.316
   32346  -50.669   25.282  -43.981
   32347  -61.261   30.354  -42.935
   32348  -57.507   28.205  -36.891
   32349  -56.414   33.856  -31.746
   32350  -57.301   29.962  -34.056
   32351  -48.791   25.777  -37.415
   32352  -49.353   28.251  -51.139
   32353  -49.647   21.777  -28.084
   32354  -50.965   18.685  -28.270
   32355  -55.458   33.323  -21.964
   32356  -57.607   27.201  -29.267
   32357  -56.644   32.773  -23.910
   32358  -55.765   31.527  -30.723
   32359  -45.671   28.984  -31.098
   32360  -48.111   29.871  -35.465
   32361  -51.168   32.335  -38.872
   32362  -50.578   32.563  -40.258
   32363  -46.768   42.234  -30.368
   32364  -61.277   35.158  -33.817
   32365  -53.773   31.870  -33.556
   32366  -52.123   36.497  -37.246
   32367  -47.311   34.590  -44.546
   32368  -52.619   34.199  -40.962
   32369  -50.157   26.607  -40.074
   32370  -43.482   33.028  -27.971
   32371  -52.185   28.623  -21.328
   32372  -58.398   26.101  -17.721
   32373  -58.196   23.606  -22.240
   32374  -56.507   25.990  -26.286
   32375  -55.596   30.830  -23.300
   32376  -55.039   40.702  -33.306
   32377  -44.868   45.364  -31.734
   32378  -51.524   34.676  -26.247
   32379  -52.987   40.069  -22.561
   32380  -64.102   40.072  -14.104
   32381  -72.691   43.719  -20.632
   32382  -71.944   46.772  -11.937
   32383  -71.195   38.262  -23.259
   32384  -77.428   33.320  -33.434
   32385  -67.534   31.936  -20.845
   32386  -62.827   31.135  -25.064
   32387  -73.656   41.108  -19.577
   32388  -67.307   34.774  -22.145
   32389  -69.447   34.129  -16.820
   32390  -68.329   34.315  -18.292
   32391  -66.384   35.657  -20.829
   32392  -63.162   35.184  -18.548
   32393  -62.058   29.728  -20.260
   32394  -61.476   35.631  -27.133
   32395  -67.230   40.478  -16.955
   32396  -71.282   39.840  -26.602
   32397  -68.769   42.332  -31.113
   32398  -67.677   34.219  -31.663
   32399  -59.988   26.144  -39.585
   32400  -54.686   22.044  -45.987
   32401  -52.322   28.461  -39.830
   32402  -50.376   27.123  -41.393
   32403  -45.951   27.453  -38.112
   32404  -57.777   24.836  -29.913
   32405  -59.843   25.861  -38.691
   32406  -57.226   25.958  -35.580
   32407  -47.614   33.235  -34.150
   32408  -49.524   30.983  -35.593
   32409  -46.755   40.051  -53.855
   32410  -46.129   44.938  -48.267
   32411  -48.318   50.945  -42.293
   32412  -57.981   43.806  -50.326
   32413  -65.654   37.473  -39.131
   32414  -57.284   42.576  -50.833
   32415  -57.109   38.224  -36.803
   32416  -61.458   39.544  -27.438
   32417  -61.845   40.828  -30.453
   32418  -50.958   33.579  -37.146
   32419  -61.337   29.653  -32.574
   32420  -61.222   30.049  -31.171
   32421  -60.561   20.381  -36.681
   32422  -61.570   18.678  -43.181
   32423  -60.320   13.280  -47.317
   32424  -48.936   14.832  -47.975
   32425  -49.497   15.445  -45.959
   32426  -53.233   16.003  -32.412
   32427  -60.166   22.265  -24.521
   32428  -58.483   23.247  -32.354
   32429  -61.016   31.731  -24.894
   32430  -54.322   33.778  -27.863
   32431  -54.192   26.733  -27.021
   32432  -61.419   31.335  -31.933
   32433  -65.767   17.533  -38.216
   32434  -65.010   26.802  -33.444
   32435  -47.702   18.619  -37.046
   32436  -50.865   22.195  -36.622
   32437  -55.037   11.885  -25.251
   32438  -62.173   12.533  -28.031
   32439  -61.820   10.281  -36.855
   32440  -59.732    7.252  -42.413
   32441  -58.737   18.836  -47.363
   32442  -59.410   17.616  -47.154
   32443  -64.492   15.683  -51.166
   32444  -71.004   20.964  -55.797
   32445  -75.533   17.266  -53.962
   32446  -77.750   17.186  -54.791
   32447  -73.409   19.248  -60.052
   32448  -68.582   27.135  -57.410
   32449  -73.649   26.570  -45.121
   32450  -66.724   15.928  -46.658
   32451  -63.879   12.571  -54.113
   32452  -61.299   15.960  -49.305
   32453  -59.279   23.719  -46.278
   32454  -57.124   16.231  -54.274
   32455  -56.595   18.311  -51.336
   32456  -60.725    7.763  -46.369
   32457  -60.478   12.797  -46.711
   32458  -61.221   13.294  -56.996
   32459  -71.518   14.854  -47.957
   32460  -61.450   29.294  -42.753
   32461  -56.135   20.659  -46.605
   32462  -57.561    9.686  -46.800
   32463  -63.828   13.984  -47.364
   32464  -62.001    2.802  -48.984
   32465  -45.159   12.574  -56.935
   32466  -56.494   12.782  -54.600
   32467  -51.930   21.897  -48.218
   32468  -60.614   19.194  -39.146
   32469  -65.978    4.982  -45.066
   32470  -58.274    1.477  -49.209
   32471  -57.691   -3.250  -55.004
   32472  -55.156    2.258  -55.630
   32473  -58.180   -6.534  -59.131
   32474  -61.685   -8.520  -49.169
   32475  -71.810   -2.415  -37.463
   32476  -63.195   -9.187  -47.312
   32477  -65.299  -18.243  -46.255
   32478  -64.710  -11.317  -43.630
   32479  -56.638  -15.334  -42.799
   32480  -59.709   -7.960  -36.660
   32481  -65.853   -7.086  -43.309
   32482  -64.175   -4.379  -35.632
   32483  -66.524    1.497  -35.067
   32484  -59.969   -3.662  -35.096
   32485  -68.407    3.958  -38.156
   32486  -58.800    4.344  -47.794
   32487  -48.425    1.724  -48.584
   32488  -44.422    0.799  -42.530
   32489  -48.707   -0.425  -47.437
   32490  -53.384    0.176  -62.696
   32491  -54.152    5.304  -60.348
   32492  -58.167    1.739  -60.124
   32493  -60.331   10.214  -48.422
   32494  -53.626   13.799  -57.627
   32495  -51.764   15.326  -54.115
   32496  -57.276   17.622  -55.363
   32497  -59.450   13.071  -52.333
   32498  -63.267    8.573  -48.765
   32499  -60.245    5.706  -43.015
   32500  -57.975    8.451  -38.641
   32501  -47.877   23.988  -45.617
   32502  -42.059   24.245  -46.325
   32503  -52.292   21.376  -51.844
   32504  -53.145   20.424  -56.112
   32505  -48.959   21.649  -56.043
   32506  -59.239   25.416  -60.144
   32507  -55.958   21.049  -58.830
   32508  -53.380   14.368  -51.180
   32509  -57.396   21.317  -58.524
   32510  -57.052   24.618  -59.717
   32511  -51.812   23.919  -56.624
   32512  -43.672   26.634  -63.516
   32513  -42.114   29.238  -58.795
   32514  -43.191   25.901  -54.909
   32515  -39.049   30.558  -51.914
   32516  -39.634   35.922  -47.803
   32517  -41.865   44.339  -43.123
   32518  -38.982   35.660  -52.899
   32519  -44.824   34.274  -51.885
   32520  -43.445   44.175  -48.772
   32521  -38.739   36.828  -42.352
   32522  -49.918   42.470  -46.029
   32523  -46.012   34.697  -42.426
   32524  -51.304   32.115  -48.511
   32525  -50.298   36.278  -44.062
   32526  -46.932   38.404  -36.809
   32527  -43.198   33.794  -34.333
   32528  -44.323   32.523  -37.477
   32529  -55.710   28.580  -48.937
   32530  -51.170   28.456  -53.099
   32531  -41.874   31.746  -44.649
   32532  -38.276   22.118  -36.505
   32533  -27.221   23.062  -32.917
   32534  -37.167   26.301  -31.940
   32535  -33.924   31.319  -35.728
   32536  -37.974   35.143  -43.354
   32537  -33.981   43.039  -34.928
   32538  -29.649   43.091  -36.878
   32539  -25.409   43.354  -45.753
   32540   -9.792   39.938  -39.891
   32541  -16.778   35.817  -42.659
   32542  -26.351   26.225  -47.859
   32543  -18.155   28.266  -48.407
   32544  -16.763   18.677  -53.891
   32545  -14.102   17.222  -65.899
   32546  -14.468   21.124  -54.659
   32547  -25.350   25.802  -54.842
   32548  -29.732   17.464  -60.956
   32549  -28.575   20.274  -45.832
   32550  -28.887   19.446  -52.826
   32551  -24.351   22.148  -58.397
   32552  -22.902   27.788  -72.395
   32553  -19.556   26.947  -66.273
   32554  -21.145   24.528  -61.983
   32555  -31.725   25.640  -62.776
